index,genre,chrom_spec,spec_centroid,spec_bandwidth,spec_rolloff,zcr,tempo,rms,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,mfcc41,mfcc42,mfcc43,mfcc44,mfcc45,mfcc46,mfcc47,mfcc48,mfcc49,mfcc50
10,blues,0.303993306,1409.955256,1512.310265,2765.900805,0.062958826,161.4990234,0.14286506,-173.792495,137.186694,-23.72404756,26.97843145,-16.65769459,4.180881325,-12.55992935,5.832183397,-2.874318313,-1.197419481,-1.954834601,1.801500372,-2.98964735,-1.866656317,-0.792742657,-3.015967745,-0.440053702,-1.994552124,-0.748470056,-4.991313674,-1.813659499,0.8192903,2.503702573,-1.64438942,-3.339370335,-0.141411919,4.489478353,8.855255856,9.323910366,1.291451119,-1.815144885,-6.479159997,-3.878295044,1.804290454,-3.197310877,-5.847707113,-6.716841699,-1.437714747,3.277996677,1.228457224,-1.240446851,-0.558082166,2.9382343,2.498327457,-0.282587819,-1.424146603,0.267238718,-1.041418489,-6.825573208,-5.788566648
11,blues,0.367152052,1352.659665,1756.779795,2880.777863,0.043930585,161.4990234,0.06574069,-287.9237487,124.0187568,5.469894939,33.65740708,1.095499414,14.70533381,-4.877007711,8.670523834,0.78540594,6.579525767,-4.874972943,-3.178224037,-5.536157868,-6.784435817,-2.648156237,-2.994559962,-3.386818131,-1.852647774,1.839963154,-4.890803445,-5.528152891,-3.605405778,-2.059292763,-6.506553303,-6.865019668,-2.780750308,1.643431323,-1.877544067,-4.675439916,-3.33277476,-2.249989247,-1.918966642,-1.869810877,-1.351442327,-2.922709371,-2.68340235,-1.294171988,-1.406097411,-1.289762091,0.814324519,1.647439974,0.707940644,-0.671182662,-0.992886981,-1.872687608,-5.426875081,-4.783308576,-2.033490026,-2.136818683,-5.716226128
12,blues,0.269391117,1360.641197,1567.565225,2738.638738,0.069095007,92.28515625,0.119046055,-207.2233286,132.8305641,-15.42884417,60.97093321,0.72987148,12.4376491,1.18279876,-1.546622288,-17.87943665,8.352729973,-2.458161638,-0.603384446,0.385960438,2.599547113,-5.179266666,-9.523480455,-9.242836506,-2.855028139,-1.427161802,-5.931978632,7.768080714,4.094352779,4.062123136,3.654779643,6.008816355,0.426996588,2.044413989,1.421767776,6.499342525,9.655034773,6.682569863,0.188668856,-2.355780846,-1.064790251,-0.256694251,4.128032987,0.789323257,0.534309553,0.943141027,3.302552207,-0.697484987,-6.763517909,-5.777327888,-0.8854294,1.069454924,1.487546928,-4.256135392,-7.234602103,-1.90029544,0.235089682
13,blues,0.264712828,1324.293218,1828.039254,2710.2692,0.051401703,107.6660156,0.11316983,-209.8261503,124.4632145,10.3424563,47.01090876,6.508126872,15.41051619,-2.005106413,6.706564403,-21.55763175,10.71840559,-5.523686984,-2.19980624,-3.034863942,8.644536881,-0.303720169,-0.637949932,-2.938426326,-1.704517493,-1.768188871,-7.762181145,3.426088024,3.587705445,2.807608692,-0.635251253,3.565863168,-5.529877689,0.746420895,5.162249342,8.528338344,5.957393814,7.441195,1.64837167,-0.541053479,2.170649579,3.748314232,2.562568273,0.38547217,-0.095553491,-1.532776103,1.312687426,0.222292943,-2.744581175,-5.107671278,-1.813477868,-0.323145572,0.930820498,-1.547292263,-3.628009154,-1.668898977,1.621207767
14,blues,0.329036313,1171.848227,1705.519299,2344.246382,0.045036676,151.9990809,0.06705453,-305.654723,113.0863344,12.11442949,45.03370615,17.76282607,14.57332842,4.15943119,0.213543885,-7.026994283,13.64199075,8.929175529,1.30300568,5.961251635,8.549222917,1.124606276,0.602692649,0.054862863,-3.722265594,-0.994969775,-1.800288954,4.960541398,4.341748832,3.414110589,1.272602804,2.867849171,2.224473717,3.462908443,6.023333464,7.759131803,9.797241795,8.955786507,3.796927812,-1.929647312,-0.686303205,1.948704343,2.845556936,-0.056412191,-0.790055988,-2.323061162,1.624018197,4.572930751,-0.126947291,-3.628702913,-1.741339672,1.18098983,0.597230179,-0.581073613,-1.796670322,-1.313328962,-1.291562397
15,blues,0.269690416,1420.365165,1731.164281,2929.964495,0.063701255,99.38401442,0.08062402,-238.5155529,120.1101772,-4.229359523,42.29070119,5.928562972,13.91726882,5.357867186,1.895557926,-16.93667795,12.35062189,3.945979506,-1.393584376,0.019284934,3.588397245,-4.500910259,-5.540558814,-6.887469481,-4.823252006,1.747366791,-1.882197173,6.888395118,5.303321411,5.534478493,0.538600212,1.840923864,-0.088752392,4.232547681,4.348227815,5.97133103,6.785329493,4.521641241,1.389091173,-0.050951339,-0.614422636,-2.341529206,1.898443382,-0.573880545,-1.721140564,-1.416812116,2.163309721,1.157259527,-1.142137487,-2.157648152,1.013298428,2.418743731,0.072332869,-3.790656095,-3.889537773,0.524872612,-0.233629521
16,blues,0.304185539,1454.963941,1825.79796,3009.460817,0.061344061,103.359375,0.08147175,-233.7591019,120.6751368,-3.174805816,39.51848038,3.81833701,18.83714225,-3.677817703,4.433138326,-14.96552542,17.57821524,1.841872085,2.549421714,-1.233167711,8.439485928,-0.201897812,-3.894502417,-4.45685032,0.009553471,1.293030995,-2.098081955,6.794616491,0.587093653,1.640991972,-0.732613999,3.072137559,-1.997194772,3.641769171,3.616317339,3.626433939,0.672787674,5.390956059,8.286093818,8.568366156,5.551246538,0.649545368,-2.013276646,-0.792553177,3.995903646,0.496774111,-0.897820995,0.142223786,2.261671424,-0.608710212,-1.201497008,-3.143962624,-4.468027301,-5.594841783,-3.375552767,0.506537264,1.242228063
17,blues,0.302124005,1088.84423,1410.984259,2134.992942,0.048326249,161.4990234,0.09330608,-245.6993693,140.4910905,-2.78975482,60.43143421,18.91905135,9.829610133,3.559145457,0.51537223,-16.38768311,6.627509586,7.259214199,-4.014427096,1.602120881,5.895010213,-3.021469607,-4.773669873,-3.030989131,-1.994088228,-0.046753483,-3.971228303,-0.398852139,1.977630507,0.474038682,-1.816087218,2.800463467,0.628572525,1.410313126,4.827258566,3.629059594,2.67615583,4.793994039,6.653676867,7.742620813,6.786245994,0.339807397,-1.797033768,0.133334601,2.411516418,2.555146213,0.106289904,-2.056546735,-0.592784677,-0.25089845,-2.833423789,-1.687140094,-3.063569834,-7.578248236,-3.824033754,3.601280929,1.268858185
18,blues,0.269932304,1537.587699,2054.529511,3495.515006,0.05614177,83.35433468,0.07970637,-252.4930159,104.9371093,15.33231238,42.66697137,6.783058539,21.60568374,-1.297841291,5.675407762,-16.63263508,12.17310227,-1.947284862,1.950844286,-0.890319163,7.770524991,2.380243146,1.775405186,1.325361862,3.609511203,4.907690791,-2.655459916,4.101278771,2.210317502,2.548044403,-1.628085138,2.875133262,-3.061242702,0.242488168,0.56098484,4.805994644,3.66062231,3.541438143,0.743312063,1.608326562,3.347186004,2.389196876,3.222294497,0.0618031,-1.42651209,-0.564090247,2.464862383,-1.630469775,-2.682129881,-2.367062658,-0.270972658,-1.055431347,-0.021156803,-0.648786338,-1.838305291,-1.262413847,1.038999848
19,blues,0.257324805,1195.470376,1481.31888,2235.264725,0.058886039,123.046875,0.09765975,-236.6567657,138.409257,-4.91291065,47.6291772,5.184200869,8.876615655,0.513814632,-3.804673537,-14.98887015,10.41706848,-0.33363785,0.775984738,1.777318387,4.232987751,-0.467841579,-6.105215579,-5.390519564,-1.341213784,-3.723018777,-4.364777683,4.544029924,0.070588026,5.436117081,3.706181497,1.9593275,0.345637741,4.965823701,2.374960209,0.435050001,1.821907067,5.916402035,10.83679143,8.701194824,5.560982087,2.371469124,-0.421663059,-2.161830294,1.496571652,-0.958452741,-1.884382067,0.532789599,2.725885228,1.74390734,-2.040052281,-4.245633882,-2.272988975,-2.254940915,-3.551215053,1.866255929,2.372827919
20,blues,0.302611605,1390.301558,1911.31458,3006.171716,0.052586342,135.9991776,0.07547449,-230.3576556,127.078335,7.123446619,39.77490072,1.921049309,17.41178126,-5.619415304,8.249393917,-18.11688976,13.83506517,-3.769931974,2.572018775,-4.318346192,6.806376348,-6.167101951,-6.198750429,-4.500183997,-1.822338848,-0.517100141,1.509917218,9.000039772,4.422505897,6.214685346,-1.633121675,-0.397355286,-3.007753952,1.585117886,0.167088433,4.991846874,0.561921432,1.465995559,3.087519221,6.683535821,6.485173859,4.519703712,-0.788883376,-2.272835055,-0.421539357,-2.612381579,-0.855010404,3.988346498,5.097287773,0.994435926,-0.230805767,-1.583400733,-2.698754682,-5.878919197,-4.378298467,-0.252256301,-0.056754363
21,blues,0.321100373,1046.550011,1481.058089,1830.330592,0.047907452,99.38401442,0.10113208,-264.7225778,138.8684453,11.19406258,48.50426051,14.93075628,20.58028572,3.207008555,1.248956143,-15.84645695,15.97846046,3.369132781,-1.51080653,1.905925344,6.328381127,-0.993391892,-2.419453384,-3.680215625,0.491500117,5.041453827,-0.77684965,5.024513992,-0.140029647,-1.577762083,-1.040880213,3.055595925,-1.983904828,2.42863864,2.325602433,0.100801939,0.202048942,1.68590735,1.737395688,1.007811423,0.631499766,1.917102687,2.680035024,-0.45819585,3.332465968,3.39578031,1.125527607,-3.536467326,-4.627327474,-4.274252357,-3.148874329,-3.385309056,-2.814936976,-1.331136794,-3.096528947,-2.956981259,-0.29639652
22,blues,0.306536795,1155.781221,1497.964259,2169.033056,0.058569959,99.38401442,0.11342585,-233.9562459,136.1457106,3.324412536,48.9285309,8.715444531,13.96602094,5.366598215,0.399538634,-13.46985238,16.8777173,5.148091899,-2.2498216,3.947907967,5.316488006,0.810559027,-1.107081887,-4.55648032,-2.430784698,3.324835427,-0.602447185,7.079526751,3.055587387,0.574800273,0.607724799,2.788411661,-1.440785689,2.044779806,5.600214137,2.928756126,2.109950851,2.531151994,-0.450246377,-2.233534179,0.113526153,-0.465099177,-0.139630974,-0.299514643,5.050586119,5.318087897,1.643383088,-3.144532432,-4.321102129,-3.021117938,-2.67633452,-1.005160823,-1.053530365,-1.709452109,-3.606746952,-1.983915374,3.794059144
23,blues,0.280822667,1209.987863,1497.691564,2521.741261,0.05246701,95.703125,0.102035165,-227.225334,137.788075,-14.49956684,63.56092833,5.617669514,11.95814788,1.907969459,-1.889387698,-7.604215479,-2.47328906,-2.891009463,-9.433393112,-10.92921788,3.569475654,4.149800917,0.088808048,-2.985965322,-1.386169327,7.541377987,-3.035723279,-5.865319833,-3.25009359,0.843676955,3.73353085,3.70761585,1.759859907,-0.196531556,-4.306148631,0.285541167,1.462551593,3.914695251,7.197354819,4.647153362,-0.209605697,-7.194561622,-7.114314746,-2.152681108,0.730551995,-2.295504011,-3.863918319,-2.611762522,2.95875077,2.750044397,0.873231838,0.92922083,-0.731570344,-0.658603677,2.147804504,3.701697007,-2.073670524
24,blues,0.263112215,1120.019467,1447.889899,2323.820648,0.047276048,103.359375,0.08694727,-274.3658347,130.4112598,-6.351285337,70.40299243,13.26972957,9.473774615,7.735330788,-1.234966831,-0.572389418,-2.303354994,3.773516277,0.075612264,-0.938971611,2.296225687,4.294117354,-1.661215039,-10.43942502,-6.793103704,-1.065777918,-1.583886995,-1.175488341,-1.26530888,2.487228385,3.051547473,1.346431868,1.886802605,-0.607645058,-1.586451461,5.507181318,8.938658683,7.526210185,5.850810827,2.164073899,-3.352156239,-7.330017584,-4.637977673,-1.121737666,-0.944868575,-4.856780123,-5.741081295,-1.898911312,2.763585406,1.816659929,-2.179097313,-2.108014932,-0.287783993,1.938310496,0.518195211,-1.494595748,-1.021897586
25,blues,0.290959756,1109.352784,1463.217702,2243.341758,0.051697391,92.28515625,0.08921522,-249.2845576,131.0046973,0.671433626,66.70394509,17.91480159,4.621687894,6.613104113,1.24252245,1.412566651,-1.589807734,-0.981921728,-3.57579077,-2.926955325,4.60067575,7.480606248,-0.187532807,-2.823468895,-2.675381327,0.740614067,-0.530983267,-3.019239659,0.962560011,1.437572937,1.604726391,2.945819083,1.341449565,-0.251627238,0.129662659,4.179183262,6.527434714,2.5534281,-1.48982889,-1.585144366,-4.081592703,-5.670364707,-2.295288455,-0.684287093,-1.515350299,-4.782450839,-1.81484426,3.377219076,1.466238731,-3.008887935,-3.144758267,0.556816739,0.859423985,0.323824333,-2.30137194,-5.242052971,-1.923066596
26,blues,0.27837845,1198.459085,1573.500275,2477.275946,0.051972686,83.35433468,0.07711019,-284.8483828,108.7495543,9.129681598,51.25131583,18.1237148,7.632778458,8.775374409,2.365381865,0.019261171,2.236927308,4.190629345,-3.304581245,1.614048454,2.691864591,3.376128181,3.292785866,-4.524483251,0.496720059,5.921975593,3.214539758,1.88083608,1.370643499,2.426003614,0.656588813,-1.799897801,-1.417194011,-1.322629005,-1.868453093,-2.534468328,-2.260594309,-1.19403165,0.465454007,0.159310875,-3.29513681,-4.226942373,-2.246693245,1.07563871,0.167306598,-4.920141513,-2.504511778,2.025208753,1.21183891,-2.509906767,-3.411141994,-1.326557144,-1.75188708,-0.089179147,0.618715011,-3.085502937,-3.066049355
27,blues,0.28870731,1391.841952,1494.954575,2811.698414,0.072414413,95.703125,0.09581015,-228.1670851,130.3396641,-23.31070762,70.20021894,1.129327877,7.5891128,0.903396972,1.994442818,-6.158843363,-9.380718696,-2.563574192,-4.521847635,-0.269986063,0.170451164,-1.528730034,1.46768622,-6.980844036,-8.324485899,4.240888134,0.991737659,2.625643939,1.559028288,0.115487922,-2.687013751,-2.350499947,-0.302841204,-1.47088268,-0.262813869,-0.14989005,-3.94411675,-3.100345636,-4.26225194,-6.717229087,-5.174433138,-7.486681038,-6.561448498,-5.50103648,-4.550186545,-3.553638864,2.679716867,7.012450243,5.509958028,-0.102031011,-2.866308659,0.075044651,-1.788398154,-2.209977276,0.753859843,1.401961286,-4.813119583
28,blues,0.276155462,1115.728202,1399.096825,2290.646525,0.048019987,103.359375,0.099666774,-248.9622499,139.0317677,-16.2400237,57.11619303,20.19236184,10.16037264,4.576076425,0.337923717,-7.862824725,-3.470246459,-2.648824658,-2.842670716,-0.894774777,-2.413379493,2.570597478,-5.871001359,-12.41288786,-7.302001949,-0.923585459,-2.698579423,-3.021074196,-2.418444661,-0.812897901,1.193033429,0.730305675,-0.572438339,-3.168995077,-2.401504229,2.095326245,4.771868782,7.228316148,5.940720644,0.551980681,-4.492091713,-6.739057236,-3.313861155,-0.216915425,-0.7710345,-4.738555545,-4.430654967,0.068440537,2.758366813,0.284633546,-3.210034238,-2.498404709,-1.648270157,1.143602768,1.521095359,-1.383431502,-2.314056796
29,blues,0.280356528,1648.835169,2189.985865,3759.892114,0.05289487,129.1992188,0.12473648,-233.7151142,101.1990174,17.65090176,23.74063453,2.079886744,25.93890159,-16.96904141,15.0795685,-22.27737791,4.385384856,-23.19757957,-6.036646917,-5.057097743,1.069037074,-5.778513634,-8.310136639,-11.38439195,-6.723499813,-10.01358203,-14.02612849,-13.94252265,-12.27775071,-15.62678518,-17.24837541,-7.638435297,-11.21248564,-7.338107455,-12.7058125,-6.598111432,-7.422268595,-6.497921016,-3.391510311,-1.709856028,-6.943565624,-3.585674867,-3.750019755,-6.609235765,-0.358089143,-1.011859657,-4.340799597,-3.933363428,-7.578487197,-3.119522778,-5.059503994,-2.267671333,-0.55178322,-1.287261704,4.9256384,1.233103585,-4.140879473
30,blues,0.263193852,1379.189382,2004.210663,3016.513649,0.039366118,143.5546875,0.17006207,-206.9381122,117.7918378,23.26499249,28.30004707,-1.10228396,18.86718552,-21.97161293,17.84802562,-25.59023897,2.135105113,-17.77729781,-8.010591687,-17.62014298,-8.120074511,-8.628885763,-15.54049566,-15.33203981,-9.65650994,-10.08976847,-17.82687889,-6.521718448,-6.56325024,-12.74662611,-12.19625756,-9.006934039,-12.41042827,-5.775830918,-11.53270941,-6.600257978,-7.086701203,-11.97115895,-12.42084279,-10.96839254,-10.98748226,-8.694291669,-3.163631218,-3.481374215,-4.734169583,-0.538821379,1.466062451,-0.391619769,-2.719988881,-1.076772148,-2.103194522,-2.813159773,-3.291186174,-0.117686896,-2.985085258,-11.79503064,-8.451589525
31,blues,0.253553216,1330.715617,1973.410538,2898.788813,0.042947225,151.9990809,0.15151764,-221.8434787,110.8524289,18.63754895,30.92843167,3.296227393,22.58995958,-20.40655713,12.12297061,-26.33045845,-4.35413022,-26.38385444,-13.03219595,-12.65503825,-1.815842696,-7.259001881,-6.660985979,-14.68809344,-11.71344876,-11.02465326,-13.38985947,-15.68735362,-15.29707769,-13.74489715,-16.15830106,-5.241370739,-11.31418511,-9.463752229,-14.03728038,-6.32099296,-2.198424213,1.161091779,0.345921744,-4.740660984,-4.659565768,-2.214678417,-5.033168541,-7.113196682,-2.423537609,-5.589430376,-9.190049889,-6.714385577,-9.641326048,-6.414947545,-3.732226996,1.318774794,-0.329053826,0.104439883,6.524598611,5.514476724,-0.889880142
32,blues,0.27624481,1309.382408,1883.042903,2763.186256,0.039388398,123.046875,0.101321355,-288.7151103,105.9263486,18.81994865,23.6744617,5.700167879,25.55908664,-13.45049498,12.42951314,-11.96118688,1.589508253,-15.62306893,-6.638755373,-11.68578801,-2.935765427,-7.378426451,-15.69384586,-10.95729349,-10.87977918,-18.50195412,-19.1178431,-8.739581231,-10.32938992,-15.00054727,-17.33478648,-11.27724554,-6.727226148,-3.68839048,-5.663416295,-4.605986121,-8.288457758,-6.599772788,-9.463993174,-9.745773126,-10.61671056,-8.312833338,-3.058937986,0.803365661,-1.675979486,-3.368671624,-3.977111689,-5.097216411,-3.05703464,-1.734552489,-3.161511401,-6.695702648,-3.77372502,-2.71828732,-3.566178094,-7.979003334,-7.620467419
33,blues,0.260635302,1430.492433,2075.501263,3245.468387,0.041973683,151.9990809,0.1332135,-238.9511979,108.7054268,34.14584859,30.21114853,-0.502582652,27.29295802,-21.39948406,14.17186445,-24.5123123,-1.884265159,-28.05749974,-11.25574681,-16.46436289,-7.640693387,-12.78487342,-15.35247004,-13.74590102,-7.40848592,-10.07831603,-13.29093527,-8.908535351,-11.16222257,-14.16376416,-15.46753953,-8.648905688,-8.816934555,-1.405263424,-9.855534976,-6.260618006,-8.968915033,-8.779423973,-8.088297848,-6.115186153,-7.821424516,-7.543895876,-8.014961323,-5.899687677,-1.055475412,2.225999521,3.719408263,-0.417199156,-4.056000272,-5.431009293,-5.514320817,-5.601795114,-5.331819752,-4.815418349,-4.993074646,-7.950855738,-5.703075991
34,blues,0.262363772,1537.098021,2157.363049,3602.42328,0.045702445,129.1992188,0.1359354,-217.1549111,105.7844599,15.60651011,25.25981971,-1.445764739,30.19950944,-17.71738548,17.3187986,-27.21879685,4.336658177,-20.06199631,-10.70078594,-14.23264166,-5.156591771,-3.481463403,-6.189352883,-15.32209567,-6.832313933,-9.825187628,-13.94066478,-13.69050021,-15.13021942,-11.58687806,-13.27266117,-4.784346707,-6.963739096,-5.566716634,-13.96129379,-11.70401441,-6.397278151,-5.995578455,-5.199871636,-3.746251517,-6.617162947,-2.292391119,-3.025007631,-6.712242276,-3.803897631,-0.4946419,-4.586117551,-5.213679633,-7.050619297,-6.589673817,-4.502213051,-0.193841524,-1.402824246,1.943626641,5.175980253,0.74511056,-3.248278363
